File version	
File path	C:\Users\Vincent\Desktop\Data\AbductionRight_9397.csv
Subject's name	001
Subject's age	30
Subject's height	170
Subject's weight	70
Time start	12/11/2020 - 11:20:34.949
Configuration information	
samplingRatesIndex	6	accelActive	1	gyroActive	1	magActive	1	ecgActive	0	emgActive	0	gsrActive	0	anex0Active	0	anex7Active	0	strainActive	0	heartActive	0	VReg	0	PMux	0	accelRangeIndex	1	gsrRangeIndex	1






TimeStamp,XAccel,YAccel,ZAccel,XGyro,YGyro,ZGyro,XMag,YMag,ZMag
132521268579067548,2830,2223,1456,1917,1726,1888,-726,156,255
132521268579341938,2827,2217,1470,1919,1730,1892,-726,156,255
132521268579353941,2818,2198,1447,1915,1716,1889,-726,156,255
132521268579551865,2813,2203,1451,1913,1718,1893,-728,151,262
132521268579866361,2824,2186,1449,1919,1735,1893,-728,151,262
132521268579879284,2837,2185,1443,1923,1733,1889,-728,151,262
132521268580091798,2819,2207,1471,1917,1714,1886,-728,151,262
132521268580341980,2805,2203,1455,1914,1712,1886,-726,152,263
132521268580482104,2788,2199,1486,1912,1716,1888,-726,152,263
132521268580706092,2781,2190,1476,1917,1727,1889,-726,152,263
132521268580880515,2794,2168,1456,1917,1710,1884,-730,144,257
132521268581144959,2815,2191,1451,1920,1704,1883,-730,144,257
132521268581400692,2813,2185,1462,1916,1708,1885,-730,144,257
132521268581654446,2824,2190,1451,1921,1725,1887,-730,144,257
132521268581668204,2826,2184,1452,1924,1740,1889,-718,150,258
132521268581977283,2854,2183,1469,1919,1724,1888,-718,150,258
132521268582180722,2809,2200,1491,1918,1715,1884,-718,150,258
132521268582243389,2824,2198,1467,1926,1729,1885,-710,146,270
132521268582517156,2809,2206,1480,1930,1738,1890,-710,146,270
132521268582579945,2825,2181,1447,1923,1733,1889,-710,146,270
132521268582844769,2794,2210,1467,1918,1721,1886,-710,146,270
132521268582944857,2838,2217,1466,1919,1723,1887,-721,154,259
132521268583243786,2810,2232,1478,1919,1719,1885,-721,154,259
132521268583379597,2802,2201,1478,1913,1710,1894,-721,154,259
132521268583627102,2813,2187,1505,1914,1713,1895,-721,147,260
132521268583845276,2809,2173,1510,1919,1717,1898,-721,147,260
132521268583980350,2868,2157,1553,1930,1717,1898,-721,147,260
132521268584242747,2922,2158,1561,1944,1746,1898,-721,147,260
132521268584543185,2933,2182,1651,1960,1774,1891,-724,145,262
132521268584594203,2941,2279,1768,1963,1795,1909,-724,145,262
132521268585046637,2971,2297,1973,1937,1839,1958,-724,145,262
132521268585054377,3068,2254,2232,1983,1873,2003,-735,148,247
132521268585345249,3256,2214,2397,2074,1950,1993,-735,148,247
132521268585366352,3345,2191,2497,2175,1953,1955,-735,148,247
132521268585654918,3445,2265,2477,2219,1819,1917,-735,148,247
132521268585668775,3480,2342,2453,2235,1602,1893,-762,150,191
132521268585927739,3505,2366,2384,2281,1483,1886,-762,150,191
132521268586180073,3542,2375,2237,2323,1501,1889,-762,150,191
132521268586454715,3596,2371,2170,2339,1521,1894,-782,147,141
132521268586566731,3628,2370,2161,2347,1534,1889,-782,147,141
132521268586795979,3655,2413,2163,2349,1569,1882,-782,147,141
132521268586879026,3610,2333,2175,2383,1592,1892,-782,147,141
132521268587127504,3580,2305,2112,2442,1555,1882,-803,143,57
132521268587344384,3555,2377,2020,2479,1530,1878,-803,143,57
132521268587444713,3541,2368,2019,2490,1616,1915,-803,143,57
132521268587765859,3513,2283,2006,2497,1754,1954,-797,157,-87
132521268587978824,3520,2206,1991,2481,1785,1942,-797,157,-87
132521268588044370,3466,2221,2063,2438,1673,1919,-797,157,-87
132521268588254981,3393,2211,2073,2452,1580,1895,-797,157,-87
132521268588579335,3243,2358,2021,2513,1618,1884,-722,162,-196
132521268588844507,3119,2425,1857,2581,1800,1910,-722,162,-196
132521268588856478,3041,2309,1618,2546,1861,1962,-722,162,-196
132521268589119383,2891,2207,1575,2434,1726,1985,-633,160,-280
132521268589394738,2626,2240,1634,2345,1592,1967,-633,160,-280
132521268589404043,2490,2338,1678,2332,1581,1959,-633,160,-280
132521268589669161,2342,2311,1637,2329,1678,1989,-633,160,-280
132521268590042534,2259,2198,1495,2279,1726,2011,-595,163,-337
132521268590054526,2105,2032,1382,2183,1636,1994,-595,163,-337
132521268590356675,1946,2006,1395,2083,1532,1956,-595,163,-337
132521268590368606,1868,1933,1424,2017,1558,1918,-557,171,-360
132521268590640649,1820,1947,1578,1987,1651,1880,-557,171,-360
132521268590979262,1876,1952,1662,1967,1719,1880,-557,171,-360
132521268591077446,1915,1917,1748,1907,1712,1859,-557,171,-360
132521268591141878,1882,2045,1896,1859,1675,1816,-548,187,-366
132521268591569470,1869,2163,1929,1864,1686,1825,-548,187,-366
132521268591638760,1960,2175,1800,1861,1708,1816,-548,187,-366
132521268591740869,1973,2164,1770,1781,1712,1835,-553,206,-354
132521268592304071,2021,2156,1864,1720,1750,1856,-553,206,-354
132521268592320125,2082,2236,1965,1695,1768,1859,-553,206,-354
132521268592619561,2164,2219,2101,1678,1796,1893,-553,206,-354
132521268592904007,2258,2074,2003,1700,1832,1896,-578,204,-331
132521268593041698,2423,2082,1953,1669,1806,1844,-578,204,-331
132521268593055653,2437,2183,2004,1580,1712,1820,-578,204,-331
132521268593269482,2488,2225,2107,1548,1680,1826,-617,194,-301
132521268593330150,2607,2124,2074,1568,1688,1819,-617,194,-301
132521268593480579,2704,2124,2009,1556,1669,1802,-617,194,-301
132521268593839689,2702,2283,2114,1495,1607,1798,-617,194,-301
132521268593854754,2723,2277,2150,1492,1588,1835,-617,194,-301
132521268594081104,2875,2220,2087,1537,1663,1886,-617,194,-301
132521268594352809,2991,2155,1981,1580,1763,1902,-617,194,-301
132521268594454983,2947,2165,1937,1517,1815,1912,-676,230,-176
132521268594732063,3024,2199,2118,1479,1781,1917,-676,230,-176
132521268594954968,3114,2168,2160,1490,1759,1935,-676,230,-176
132521268595120470,3229,2106,2135,1534,1854,1952,-741,205,-108
132521268595671039,3192,2123,2169,1552,1895,1940,-741,205,-108
132521268595753730,3230,2219,2153,1547,1819,1911,-741,205,-108
132521268595779362,3263,2209,2178,1547,1795,1930,-741,205,-108
132521268596241456,3308,2151,2200,1569,1883,1934,-788,180,-19
132521268596529235,3305,2123,2165,1609,1863,1900,-788,180,-19
132521268596739378,3359,2165,2176,1596,1704,1859,-788,180,-19
132521268596765181,3249,2208,2194,1566,1610,1848,-801,164,51
132521268596941316,3181,2243,2169,1609,1634,1858,-801,164,51
132521268597053125,3125,2213,2108,1642,1747,1899,-801,164,51
132521268597065085,3144,2219,2072,1680,1798,1910,-801,164,51
132521268597544250,3212,2206,2006,1705,1787,1938,-781,167,136
132521268597566777,3198,2175,1996,1698,1765,1931,-781,167,136
132521268597579576,3080,2143,1964,1699,1740,1922,-781,167,136
132521268597958805,3053,2149,1934,1731,1736,1904,-769,165,175
132521268597965126,3055,2186,1862,1741,1734,1898,-769,165,175
132521268598255936,3035,2210,1885,1737,1752,1908,-769,165,175
132521268598553612,2984,2206,1895,1754,1770,1916,-769,165,175
132521268598730889,2955,2222,1897,1792,1781,1925,-754,155,207
132521268598742224,2998,2212,1876,1839,1826,1926,-754,155,207
132521268599039779,2977,2207,1819,1839,1897,1918,-754,155,207
132521268599141953,2931,2212,1798,1826,1916,1925,-747,158,218
132521268599343228,2932,2188,1783,1812,1857,1928,-747,158,218
132521268599653336,2939,2183,1873,1803,1779,1925,-747,158,218
132521268599966156,2944,2157,1900,1831,1728,1899,-747,158,218
132521268600306221,2886,2192,1812,1859,1719,1916,-745,142,228
132521268600393236,2886,2167,1697,1888,1713,1908,-745,142,228
132521268600455581,2885,2139,1650,1888,1707,1918,-745,142,228
132521268600542460,2914,2142,1625,1873,1715,1904,-740,136,243
132521268600852903,2903,2157,1636,1868,1709,1892,-740,136,243
132521268600981880,2861,2167,1626,1868,1685,1890,-740,136,243
132521268601171836,2884,2146,1578,1877,1663,1887,-740,136,243
132521268601332555,2904,2194,1575,1905,1691,1882,-738,134,257
132521268601580704,2862,2215,1544,1914,1756,1878,-738,134,257
132521268601867088,2846,2220,1523,1908,1759,1886,-738,134,257
132521268602042655,2824,2203,1522,1897,1702,1885,-731,140,250
132521268602331383,2827,2234,1504,1885,1673,1877,-731,140,250
132521268602340467,2826,2240,1534,1891,1707,1881,-731,140,250
132521268602541022,2802,2273,1509,1907,1760,1892,-731,140,250
132521268602680627,2812,2235,1515,1911,1766,1903,-728,137,260
132521268602882177,2830,2211,1551,1907,1743,1908,-728,137,260
132521268603272696,2837,2201,1485,1910,1707,1903,-728,137,260
132521268603541309,2851,2172,1486,1903,1715,1893,-730,133,263
132521268603846154,2806,2218,1512,1906,1731,1893,-730,133,263
132521268604141334,2833,2209,1496,1913,1735,1892,-730,133,263
132521268604244031,2827,2201,1489,1921,1730,1892,-730,133,263
132521268604269354,2830,2231,1515,1922,1732,1892,-736,138,272
132521268604340629,2807,2222,1498,1923,1742,1893,-736,138,272
132521268604655704,2829,2204,1504,1914,1743,1894,-736,138,272
132521268604963789,2822,2179,1548,1914,1721,1889,-725,130,264
132521268605181292,2814,2219,1489,1923,1700,1877,-725,130,264
132521268605205605,2800,2248,1475,1927,1707,1885,-725,130,264
132521268605388405,2800,2255,1440,1923,1744,1891,-725,130,264
132521268605507588,2814,2215,1458,1914,1772,1897,-729,132,263
132521268605741458,2823,2183,1543,1905,1741,1896,-729,132,263
132521268605806329,2817,2199,1528,1917,1697,1884,-729,132,263
132521268606166260,2816,2208,1499,1926,1707,1886,-729,134,275
132521268606342577,2823,2219,1448,1927,1744,1886,-729,134,275
132521268606358346,2814,2179,1450,1924,1750,1885,-729,134,275
132521268606641390,2801,2212,1501,1911,1724,1889,-729,134,275
132521268606941044,2817,2202,1494,1914,1704,1882,-734,128,265
132521268606953694,2790,2229,1463,1919,1721,1888,-734,128,265
132521268607243650,2810,2223,1501,1923,1743,1892,-734,128,265
132521268607752584,2820,2186,1499,1920,1739,1888,-731,131,258
132521268607766542,2821,2196,1508,1912,1716,1884,-731,131,258
132521268607858209,2806,2227,1478,1918,1725,1885,-731,131,258
132521268608040245,2814,2223,1475,1924,1745,1887,-731,131,258
132521268608132347,2811,2209,1498,1926,1750,1895,-731,131,258
132521268608391873,2833,2202,1481,1925,1738,1885,-731,131,258
132521268608640075,2808,2225,1459,1920,1723,1885,-731,131,258
132521268608939481,2806,2237,1468,1917,1739,1889,-722,142,257
132521268609082317,2816,2231,1497,1917,1735,1886,-722,142,257
132521268609270941,2825,2207,1480,1920,1725,1885,-722,142,257
132521268609540660,2795,2202,1466,1923,1723,1883,-735,126,256
132521268609655106,2803,2216,1455,1918,1728,1888,-735,126,256
132521268609842797,2815,2223,1457,1915,1737,1892,-735,126,256
132521268609853071,2818,2193,1491,1920,1739,1890,-735,126,256
132521268610142003,2815,2223,1491,1920,1734,1887,-724,132,263
132521268610455145,2810,2208,1482,1920,1732,1889,-724,132,263
132521268610467259,2794,2219,1477,1922,1743,1893,-724,132,263
132521268610843185,2814,2227,1495,1923,1749,1895,-732,141,267
132521268611155571,2822,2191,1474,1925,1742,1899,-732,141,267
132521268611443030,2833,2185,1483,1927,1733,1892,-732,141,267
132521268611453707,2819,2192,1475,1927,1731,1885,-732,141,267
132521268611751508,2813,2216,1457,1923,1729,1881,-731,139,269
132521268612041985,2815,2254,1440,1919,1725,1883,-731,139,269
132521268612052853,2812,2238,1492,1914,1726,1889,-731,139,269
132521268612214879,2842,2213,1490,1914,1718,1887,-730,137,265
132521268612232614,2827,2202,1510,1917,1708,1882,-730,137,265
132521268612542262,2818,2201,1457,1914,1707,1882,-730,137,265
132521268612740231,2821,2211,1474,1910,1718,1888,-730,137,265
132521268612854839,2822,2191,1497,1916,1736,1888,-724,135,267
132521268613042806,2820,2186,1485,1917,1728,1883,-724,135,267
132521268613231104,2805,2182,1529,1914,1709,1880,-724,135,267
132521268613480858,2819,2223,1499,1921,1711,1881,-728,132,277
132521268613743518,2828,2251,1469,1927,1732,1884,-728,132,277
132521268613803145,2821,2229,1413,1924,1741,1891,-728,132,277
132521268614053729,2825,2213,1430,1919,1726,1889,-728,132,277
132521268614342304,2802,2192,1467,1912,1716,1891,-729,139,264
132521268614643449,2814,2193,1535,1919,1725,1891,-729,139,264
132521268614653931,2812,2204,1512,1923,1732,1890,-729,139,264
132521268614842339,2810,2206,1499,1930,1737,1889,-721,130,268
132521268615093545,2821,2201,1510,1921,1738,1894,-721,130,268
132521268615242336,2854,2192,1527,1921,1732,1890,-721,130,268
132521268615543612,2906,2238,1654,1924,1752,1893,-721,130,268
132521268615642384,2920,2231,1729,1934,1780,1893,-723,133,274
132521268615967745,2955,2268,1803,1947,1787,1900,-723,133,274
132521268616191216,2970,2230,1971,1967,1799,1916,-723,133,274
132521268616354232,3140,2217,2164,1989,1819,1937,-738,147,262
132521268616642178,3226,2123,2317,2039,1842,1937,-738,147,262
132521268616728828,3344,2040,2427,2107,1862,1913,-738,147,262
132521268616842446,3401,2129,2421,2160,1785,1878,-738,147,262
132521268617143007,3536,2275,2424,2198,1691,1864,-749,151,220
132521268617252104,3519,2297,2440,2217,1671,1867,-749,151,220
132521268617643669,3537,2303,2389,2275,1615,1870,-749,151,220
132521268617942898,3572,2307,2283,2335,1532,1867,-770,156,161
132521268617965440,3619,2335,2191,2381,1521,1853,-770,156,161
132521268617978023,3595,2324,2063,2420,1564,1859,-770,156,161
132521268618251953,3581,2328,1937,2443,1611,1872,-770,156,161
132521268618992910,3558,2344,1905,2414,1583,1872,-798,150,67
132521268619002625,3500,2348,1926,2423,1556,1896,-798,150,67
132521268619030604,3506,2263,1946,2495,1684,1905,-798,150,67
132521268619042321,3521,2293,1977,2532,1802,1927,-786,162,-60
132521268619242930,3441,2152,1989,2491,1750,1931,-786,162,-60
132521268619427894,3463,2110,2030,2438,1636,1898,-786,162,-60
132521268619442402,3348,2162,2133,2418,1597,1879,-786,162,-60
132521268619743102,3225,2283,2161,2468,1609,1846,-718,182,-181
132521268619979191,3191,2387,2118,2529,1608,1850,-718,182,-181
132521268620079883,3122,2367,1885,2531,1589,1849,-718,182,-181
132521268620320569,2951,2369,1778,2484,1537,1856,-641,199,-239
132521268620542854,2791,2354,1727,2436,1534,1875,-641,199,-239
132521268620679438,2650,2286,1663,2409,1633,1898,-641,199,-239
132521268620873380,2522,2221,1644,2365,1680,1922,-641,199,-239
132521268621142510,2343,2147,1634,2300,1608,1909,-582,229,-291
132521268621265295,2180,2083,1565,2256,1566,1894,-582,229,-291
132521268621530663,2060,2086,1419,2203,1555,1872,-582,229,-291
132521268621878563,1886,2077,1367,2128,1592,1879,-535,262,-321
132521268621893801,1836,2075,1464,2042,1672,1889,-535,262,-321
132521268622153783,1832,1967,1653,1994,1777,1915,-535,262,-321
132521268622479479,1832,1859,1705,1984,1806,1886,-535,262,-321
132521268622493314,1873,1914,1827,1930,1710,1843,-517,264,-327
132521268622694403,1798,2045,1764,1882,1652,1816,-517,264,-327
132521268622955542,1745,2171,1715,1838,1703,1849,-517,264,-327
132521268622968917,1704,2129,1656,1825,1783,1874,-511,269,-316
132521268623330120,1879,2160,1672,1771,1813,1886,-511,269,-316
132521268623451653,1958,2145,1807,1701,1798,1893,-511,269,-316
132521268623594648,2029,2093,1908,1657,1805,1897,-536,261,-314
132521268623945203,2155,2008,1929,1661,1803,1897,-536,261,-314
132521268624241547,2244,2031,1905,1638,1821,1878,-536,261,-314
132521268624253560,2327,2098,1944,1605,1821,1857,-536,261,-314
132521268624443522,2506,2047,2024,1573,1820,1860,-577,243,-288
132521268624580009,2629,2009,2078,1552,1837,1839,-577,243,-288
132521268624793773,2699,2090,2186,1507,1819,1841,-577,243,-288
132521268625065596,2733,2135,2298,1519,1819,1829,-608,241,-247
132521268625250923,2777,2145,2328,1537,1823,1839,-608,241,-247
132521268625365160,2811,2115,2264,1568,1831,1842,-608,241,-247
132521268625644094,2874,2207,2220,1557,1750,1824,-608,241,-247
132521268625954912,2894,2215,2183,1532,1706,1863,-647,217,-222
132521268625970673,2922,2176,2113,1529,1762,1894,-647,217,-222
132521268626254071,3007,2129,2100,1542,1819,1915,-647,217,-222
132521268626264611,3085,2117,2130,1526,1861,1892,-685,218,-167
132521268626645521,3025,2172,2189,1511,1733,1866,-685,218,-167
132521268626779622,3123,2158,2164,1536,1652,1868,-685,218,-167
132521268626856898,3110,2163,2087,1583,1724,1887,-685,218,-167
132521268627144334,3125,2156,1967,1603,1809,1888,-751,214,-89
132521268627431205,3163,2214,1979,1554,1793,1885,-751,214,-89
132521268627443503,3178,2234,2154,1506,1765,1913,-751,214,-89
132521268627695839,3261,2154,2237,1557,1778,1919,-783,207,-4
132521268627944541,3240,2124,2169,1618,1789,1902,-783,207,-4
132521268628095529,3181,2121,2077,1660,1731,1894,-783,207,-4
132521268628493118,3213,2123,2023,1679,1686,1891,-783,207,-4
132521268628554731,3238,2091,1977,1681,1732,1897,-775,204,63
132521268628680164,3238,2099,1951,1655,1776,1883,-775,204,63
132521268629016002,3179,2156,2043,1623,1762,1869,-775,204,63
132521268629282378,3091,2199,2123,1639,1718,1902,-763,196,120
132521268629294298,3099,2181,2095,1706,1730,1912,-763,196,120
132521268629930040,3176,2160,1996,1760,1802,1915,-763,196,120
132521268630077539,3060,2150,1897,1751,1809,1911,-763,196,120
132521268630154356,3009,2234,1954,1710,1722,1917,-745,180,163
132521268630430098,2961,2197,1992,1717,1665,1951,-745,180,163
132521268630443704,2929,2195,1994,1772,1702,1963,-745,180,163
132521268630656481,2966,2149,1850,1825,1741,1960,-749,170,209
132521268630838861,2962,2115,1746,1840,1733,1966,-749,170,209
132521268630865655,2993,2079,1695,1828,1749,1970,-749,170,209
132521268631041138,2986,2040,1742,1794,1773,1959,-749,170,209
132521268631340539,2946,2073,1785,1796,1750,1947,-742,154,224
132521268631642716,2950,2015,1813,1838,1730,1913,-742,154,224
132521268631673211,2963,2044,1741,1861,1702,1884,-742,154,224
132521268631927442,2975,2068,1684,1864,1690,1874,-733,150,246
132521268632141237,2959,2108,1646,1854,1702,1858,-733,150,246
132521268632155080,2914,2170,1662,1859,1687,1858,-733,150,246
132521268632504108,2896,2215,1627,1870,1697,1863,-733,150,246
132521268632566002,2870,2195,1625,1876,1723,1879,-729,157,262
132521268633067455,2844,2211,1639,1870,1748,1885,-729,157,262
132521268633354115,2845,2194,1654,1895,1732,1890,-729,157,262
132521268633478381,2859,2188,1600,1922,1700,1887,-722,154,257
132521268633491394,2820,2212,1535,1913,1676,1891,-722,154,257
132521268633981559,2837,2187,1539,1900,1688,1892,-722,154,257
132521268633984447,2805,2188,1545,1902,1693,1897,-722,154,257
132521268634082323,2815,2185,1513,1926,1689,1894,-723,144,256
132521268634239457,2831,2176,1447,1925,1677,1902,-723,144,256
132521268634478350,2838,2170,1422,1913,1709,1906,-723,144,256
132521268634555340,2845,2151,1474,1912,1751,1900,-721,142,276
132521268634870193,2827,2130,1494,1910,1723,1889,-721,142,276
132521268634880120,2804,2161,1489,1903,1680,1888,-721,142,276
132521268635106305,2822,2161,1480,1918,1714,1889,-721,142,276
132521268635364643,2832,2167,1498,1929,1769,1892,-720,142,277
132521268635541725,2807,2195,1482,1931,1763,1891,-720,142,277
132521268635683676,2825,2186,1483,1923,1732,1893,-720,142,277
132521268635954937,2831,2194,1508,1926,1751,1889,-727,146,274
132521268636141156,2840,2201,1495,1930,1766,1893,-727,146,274
132521268636280794,2811,2211,1487,1927,1746,1888,-727,146,274
132521268636652356,2803,2215,1463,1919,1711,1890,-727,146,274
132521268636955373,2813,2203,1476,1919,1724,1893,-720,144,268
132521268636965004,2806,2211,1511,1920,1754,1898,-720,144,268
132521268637288523,2815,2178,1486,1917,1739,1894,-720,144,268
132521268637592502,2823,2180,1472,1918,1712,1889,-723,139,262
132521268637606860,2812,2195,1481,1918,1724,1889,-723,139,262
132521268637752503,2810,2186,1508,1918,1740,1891,-723,139,262
132521268637880971,2828,2163,1509,1926,1736,1893,-725,143,271
132521268638065384,2798,2171,1489,1928,1719,1885,-725,143,271
132521268638242280,2822,2202,1460,1924,1720,1886,-725,143,271
132521268638473198,2830,2199,1491,1925,1738,1887,-725,143,271
132521268638606782,2812,2201,1487,1924,1742,1889,-716,136,269
132521268638857531,2813,2170,1527,1921,1723,1892,-716,136,269
132521268639041876,2807,2210,1485,1927,1727,1893,-716,136,269
132521268639342887,2825,2214,1459,1935,1751,1894,-712,142,255
132521268639355897,2843,2179,1469,1927,1761,1896,-712,142,255
132521268639841913,2827,2192,1517,1921,1730,1889,-712,142,255
132521268639856213,2816,2218,1511,1918,1719,1889,-712,142,255
132521268640042460,2787,2203,1513,1920,1732,1895,-730,143,265
132521268640291954,2819,2172,1471,1925,1739,1890,-730,143,265
132521268640672613,2833,2187,1477,1923,1720,1886,-730,143,265
132521268640680907,2803,2204,1475,1917,1718,1885,-726,143,271
132521268640982137,2810,2207,1463,1926,1737,1888,-726,143,271
132521268641053763,2821,2197,1466,1920,1730,1889,-726,143,271
132521268641141760,2818,2195,1487,1918,1725,1888,-726,143,271
132521268641754014,2816,2167,1543,1921,1717,1886,-718,147,266
132521268641756845,2810,2215,1500,1927,1722,1885,-718,147,266
132521268641765297,2821,2180,1481,1925,1734,1889,-718,147,266
132521268642046135,2815,2213,1516,1922,1731,1892,-727,146,277
132521268642339208,2826,2191,1523,1918,1723,1892,-727,146,277
132521268642352867,2836,2188,1533,1916,1722,1893,-727,146,277
132521268642671615,2856,2178,1614,1920,1726,1893,-727,146,277
132521268642676975,2914,2182,1740,1935,1769,1885,-727,139,268
132521268643156583,2954,2218,1845,1941,1783,1885,-727,139,268
132521268643429987,2952,2266,1918,1945,1738,1909,-727,139,268
132521268643441682,2957,2161,2065,1996,1711,1931,-729,144,262
132521268643728439,3082,2076,2120,2079,1825,1926,-729,144,262
132521268644077050,3244,2092,2127,2112,1888,1903,-729,144,262
132521268644091466,3278,2142,2281,2099,1894,1904,-729,144,262
132521268644406633,3379,2078,2451,2123,1924,1919,-745,154,223
132521268644476680,3365,2166,2539,2159,1832,1879,-745,154,223
132521268644706374,3459,2211,2482,2237,1653,1884,-745,154,223
132521268644773910,3572,2209,2359,2323,1572,1868,-765,150,165
132521268644954720,3577,2219,2243,2373,1599,1837,-765,150,165
132521268645279796,3565,2335,2158,2389,1618,1838,-765,150,165
132521268645342456,3618,2319,2145,2399,1637,1865,-765,150,165
132521268645553454,3624,2258,2194,2407,1694,1897,-790,167,75
132521268645642237,3601,2160,2211,2446,1717,1896,-790,167,75
132521268645942434,3587,2105,2079,2499,1647,1859,-790,167,75
132521268646241852,3528,2207,1955,2515,1547,1827,-788,175,-51
132521268646256256,3441,2260,1883,2515,1553,1835,-788,175,-51
132521268646542982,3369,2192,1822,2508,1666,1862,-788,175,-51
132521268646751982,3280,2181,1910,2475,1749,1884,-788,175,-51
132521268646939558,3201,2207,1975,2412,1678,1882,-709,198,-178
132521268647178214,3133,2265,2089,2403,1657,1894,-709,198,-178
132521268647741858,3102,2271,2125,2422,1747,1914,-709,198,-178
132521268648042893,3024,2289,2153,2430,1827,1929,-633,199,-252
132521268648054062,2987,2231,2146,2420,1785,1948,-633,199,-252
132521268648155028,2911,2159,2104,2412,1666,1947,-633,199,-252
132521268648173299,2737,2165,1941,2416,1603,1928,-633,199,-252
132521268648266589,2629,2275,1806,2387,1637,1923,-590,212,-316
132521268648449531,2452,2192,1646,2346,1716,1947,-590,212,-316
132521268648553033,2272,2138,1531,2297,1737,1956,-590,212,-316
132521268648894425,2149,2051,1440,2228,1705,1951,-524,215,-355
132521268649040319,1963,2058,1405,2126,1633,1928,-524,215,-355
132521268649342802,1836,2058,1421,2050,1667,1918,-524,215,-355
132521268649353024,1782,1994,1495,2016,1763,1911,-524,215,-355
132521268649775528,1751,1997,1543,1972,1794,1905,-498,222,-373
132521268649854423,1719,2055,1608,1926,1710,1874,-498,222,-373
132521268650043472,1679,2058,1585,1875,1652,1868,-498,222,-373
132521268650240713,1680,2046,1532,1862,1696,1848,-491,223,-377
132521268650528785,1747,2125,1517,1832,1790,1866,-491,223,-377
132521268650542320,1840,2075,1514,1764,1807,1873,-491,223,-377
132521268650780978,1941,2067,1587,1678,1775,1857,-491,223,-377
132521268650952865,2054,2089,1728,1624,1766,1843,-514,218,-368
132521268651344219,2183,2129,1812,1615,1784,1837,-514,218,-368
132521268651769592,2339,2115,1839,1608,1795,1821,-514,218,-368
132521268651776685,2488,2152,1883,1540,1774,1808,-551,203,-340
132521268651793489,2494,2235,1971,1492,1737,1795,-551,203,-340
132521268651954660,2670,2246,2062,1482,1716,1818,-551,203,-340
132521268652243343,2845,2135,2099,1497,1752,1826,-551,203,-340
132521268652355018,2877,2133,2186,1463,1760,1816,-551,203,-340
132521268652543551,2831,2151,2235,1472,1706,1832,-551,203,-340
132521268652829009,2999,2116,2226,1502,1728,1854,-551,203,-340
132521268652842876,3082,2065,2154,1521,1768,1833,-648,215,-232
132521268653093293,3180,2041,2153,1496,1765,1834,-648,215,-232
132521268653376543,3125,2186,2183,1443,1675,1810,-648,215,-232
132521268653550852,3207,2239,2273,1440,1665,1856,-694,224,-155
132521268653678113,3228,2190,2301,1474,1749,1885,-694,224,-155
132521268654002436,3215,2068,2286,1511,1792,1900,-694,224,-155
132521268654142554,3286,2002,2179,1547,1759,1886,-694,224,-155
132521268654428009,3324,2038,2160,1525,1720,1853,-766,214,-72
132521268654542815,3298,2134,2253,1499,1691,1861,-766,214,-72
132521268654700335,3200,2136,2220,1544,1681,1870,-766,214,-72
132521268655093612,3315,2141,2127,1613,1712,1877,-774,224,30
132521268655466436,3269,2105,2023,1611,1777,1896,-774,224,30
132521268655477249,3278,2171,2096,1581,1795,1903,-774,224,30
132521268655543474,3212,2123,2131,1607,1773,1911,-774,224,30
132521268655855430,3216,2134,2108,1653,1780,1905,-752,212,103
132521268655858938,3186,2106,2073,1674,1789,1912,-752,212,103
132521268656170004,3096,2073,2015,1692,1759,1904,-752,212,103
132521268656377324,3031,2116,1962,1696,1722,1898,-745,207,150
132521268656480489,2966,2179,2011,1703,1688,1904,-745,207,150
132521268656553822,3060,2243,2020,1741,1743,1923,-745,207,150
132521268656902745,3057,2162,1962,1769,1802,1966,-745,207,150
132521268657168005,2962,2098,1897,1796,1817,1965,-734,193,185
132521268657177668,2974,2082,1828,1803,1784,1971,-734,193,185
132521268657444201,3023,2047,1811,1797,1739,1961,-734,193,185
132521268657553652,3034,2035,1803,1792,1733,1951,-737,180,207
132521268657778223,2969,2006,1834,1800,1739,1924,-737,180,207
132521268658069734,2957,2068,1807,1821,1715,1909,-737,180,207
132521268658241201,2924,2074,1786,1836,1715,1895,-737,180,207
132521268658354273,2893,2099,1727,1842,1716,1882,-728,175,223
132521268658752213,2871,2146,1702,1854,1721,1882,-728,175,223
132521268659175250,2849,2159,1667,1867,1753,1892,-728,175,223
132521268659189293,2860,2137,1601,1873,1751,1898,-724,166,237
132521268659339879,2909,2108,1590,1873,1725,1897,-724,166,237
132521268659469263,2873,2119,1594,1867,1694,1892,-724,166,237
132521268659477614,2843,2132,1600,1881,1698,1877,-724,166,237
132521268659843067,2837,2171,1593,1917,1711,1874,-708,175,250
132521268659953743,2836,2138,1517,1933,1715,1876,-708,175,250
132521268660090224,2826,2143,1463,1915,1677,1877,-708,175,250
132521268660539775,2818,2145,1498,1886,1650,1885,-717,169,254
132521268660542899,2797,2185,1531,1903,1687,1893,-717,169,254
132521268660805559,2798,2179,1522,1935,1761,1903,-717,169,254
132521268661038284,2855,2169,1442,1945,1774,1907,-717,169,254
132521268661170599,2827,2164,1414,1918,1749,1909,-713,170,257
132521268661264987,2810,2171,1434,1891,1732,1912,-713,170,257
132521268661667291,2784,2169,1478,1893,1768,1915,-713,170,257
